"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:15:46"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","830.5498E+00","-57.726"
"2","10.600E+00","793.4235E+00","-57.580"
"3","11.230E+00","759.0510E+00","-57.400"
"4","11.900E+00","726.4055E+00","-57.232"
"5","12.600E+00","696.0513E+00","-57.060"
"6","13.350E+00","666.8576E+00","-56.908"
"7","14.150E+00","638.5343E+00","-56.763"
"8","14.990E+00","611.1735E+00","-56.588"
"9","15.890E+00","584.7524E+00","-56.388"
"10","16.830E+00","560.0818E+00","-56.167"
"11","17.830E+00","536.6823E+00","-55.950"
"12","18.900E+00","514.5003E+00","-55.716"
"13","20.020E+00","493.8721E+00","-55.528"
"14","21.210E+00","473.9919E+00","-55.366"
"15","22.480E+00","454.1632E+00","-55.167"
"16","23.820E+00","435.3483E+00","-54.898"
"17","25.240E+00","417.6389E+00","-54.632"
"18","26.740E+00","401.0438E+00","-54.370"
"19","28.330E+00","385.5050E+00","-54.109"
"20","30.020E+00","370.7296E+00","-53.907"
"21","31.810E+00","355.9046E+00","-53.664"
"22","33.700E+00","341.6557E+00","-53.371"
"23","35.710E+00","328.2576E+00","-53.051"
"24","37.830E+00","315.7485E+00","-52.721"
"25","40.090E+00","304.3501E+00","-52.408"
"26","42.480E+00","292.9297E+00","-52.184"
"27","45.010E+00","282.0636E+00","-51.941"
"28","47.690E+00","271.3131E+00","-51.542"
"29","50.530E+00","261.3049E+00","-51.139"
"30","53.540E+00","252.1649E+00","-50.779"
"31","56.720E+00","243.5091E+00","-50.504"
"32","60.100E+00","235.1716E+00","-50.130"
"33","63.680E+00","226.3772E+00","-49.768"
"34","67.480E+00","218.6826E+00","-49.297"
"35","71.490E+00","211.5671E+00","-48.986"
"36","75.750E+00","204.4767E+00","-48.653"
"37","80.260E+00","197.2509E+00","-48.218"
"38","85.040E+00","190.6834E+00","-47.709"
"39","90.110E+00","184.8404E+00","-47.244"
"40","95.480E+00","179.3248E+00","-46.877"
"41","101.16E+00","173.7169E+00","-46.462"
"42","107.19E+00","168.4241E+00","-45.983"
"43","113.57E+00","163.6302E+00","-45.548"
"44","120.34E+00","158.7029E+00","-45.131"
"45","127.51E+00","154.0969E+00","-44.605"
"46","135.10E+00","149.9671E+00","-44.163"
"47","143.15E+00","145.6094E+00","-43.681"
"48","151.67E+00","141.7540E+00","-43.155"
"49","160.71E+00","137.9200E+00","-42.711"
"50","170.28E+00","134.1373E+00","-42.140"
"51","180.42E+00","130.8712E+00","-41.651"
"52","191.16E+00","127.4007E+00","-41.132"
"53","202.55E+00","124.3509E+00","-40.575"
"54","214.61E+00","121.1718E+00","-40.086"
"55","227.40E+00","118.3064E+00","-39.472"
"56","240.94E+00","115.5428E+00","-39.004"
"57","255.29E+00","112.8983E+00","-38.382"
"58","270.50E+00","110.2578E+00","-37.885"
"59","286.61E+00","107.8845E+00","-37.254"
"60","303.68E+00","105.4975E+00","-36.754"
"61","321.76E+00","103.3575E+00","-36.155"
"62","340.93E+00","101.0430E+00","-35.566"
"63","361.23E+00","99.12530E+00","-35.048"
"64","382.75E+00","97.13502E+00","-34.411"
"65","405.55E+00","95.19881E+00","-33.890"
"66","429.70E+00","93.45874E+00","-33.264"
"67","455.29E+00","91.66772E+00","-32.670"
"68","482.41E+00","89.91962E+00","-32.114"
"69","511.14E+00","88.41912E+00","-31.566"
"70","541.59E+00","86.90501E+00","-30.951"
"71","573.84E+00","85.40406E+00","-30.333"
"72","608.02E+00","83.98393E+00","-29.763"
"73","644.24E+00","82.55851E+00","-29.167"
"74","682.61E+00","81.27625E+00","-28.622"
"75","723.26E+00","79.99484E+00","-28.030"
"76","766.34E+00","78.82147E+00","-27.466"
"77","811.98E+00","77.66631E+00","-26.861"
"78","860.35E+00","76.61707E+00","-26.312"
"79","911.59E+00","75.55881E+00","-25.756"
"80","965.88E+00","74.47777E+00","-25.214"
"81","1.0234E+03","73.52667E+00","-24.649"
"82","1.0844E+03","72.62039E+00","-24.116"
"83","1.1490E+03","71.69318E+00","-23.553"
"84","1.2174E+03","70.83927E+00","-23.045"
"85","1.2899E+03","69.99278E+00","-22.508"
"86","1.3667E+03","69.21801E+00","-21.965"
"87","1.4481E+03","68.44313E+00","-21.424"
"88","1.5344E+03","67.69690E+00","-20.894"
"89","1.6258E+03","66.98800E+00","-20.380"
"90","1.7226E+03","66.30062E+00","-19.888"
"91","1.8252E+03","65.62337E+00","-19.380"
"92","1.9339E+03","64.99406E+00","-18.865"
"93","2.0491E+03","64.37863E+00","-18.386"
"94","2.1711E+03","63.79311E+00","-17.884"
"95","2.3004E+03","63.22488E+00","-17.404"
"96","2.4374E+03","62.68020E+00","-16.934"
"97","2.5826E+03","62.16030E+00","-16.462"
"98","2.7364E+03","61.66955E+00","-15.997"
"99","2.8994E+03","61.18469E+00","-15.559"
"100","3.0721E+03","60.71554E+00","-15.121"
"101","3.2551E+03","60.26949E+00","-14.682"
"102","3.4490E+03","59.84527E+00","-14.260"
"103","3.6544E+03","59.43725E+00","-13.845"
"104","3.8720E+03","59.04800E+00","-13.432"
"105","4.1027E+03","58.67385E+00","-13.022"
"106","4.3470E+03","58.30963E+00","-12.637"
"107","4.6059E+03","57.96144E+00","-12.252"
"108","4.8803E+03","57.62697E+00","-11.876"
"109","5.1709E+03","57.31259E+00","-11.504"
"110","5.4789E+03","56.99985E+00","-11.141"
"111","5.8052E+03","56.70256E+00","-10.786"
"112","6.1510E+03","56.42019E+00","-10.440"
"113","6.5173E+03","56.15127E+00","-10.103"
"114","6.9055E+03","55.88900E+00","-9.778"
"115","7.3168E+03","55.63255E+00","-9.456"
"116","7.7526E+03","55.39847E+00","-9.148"
"117","8.2143E+03","55.16944E+00","-8.839"
"118","8.7036E+03","54.94435E+00","-8.545"
"119","9.2220E+03","54.74150E+00","-8.264"
"120","9.7712E+03","54.53679E+00","-7.986"
"121","10.353E+03","54.33168E+00","-7.719"
"122","10.970E+03","54.14544E+00","-7.457"
"123","11.623E+03","53.96604E+00","-7.206"
"124","12.316E+03","53.79348E+00","-6.960"
"125","13.049E+03","53.62917E+00","-6.720"
"126","13.826E+03","53.47050E+00","-6.488"
"127","14.650E+03","53.31746E+00","-6.262"
"128","15.522E+03","53.17108E+00","-6.043"
"129","16.447E+03","53.03108E+00","-5.829"
"130","17.426E+03","52.89738E+00","-5.624"
"131","18.464E+03","52.76921E+00","-5.424"
"132","19.564E+03","52.64531E+00","-5.229"
"133","20.729E+03","52.52893E+00","-5.042"
"134","21.964E+03","52.41567E+00","-4.860"
"135","23.272E+03","52.30466E+00","-4.681"
"136","24.658E+03","52.20208E+00","-4.510"
"137","26.127E+03","52.10146E+00","-4.346"
"138","27.683E+03","52.00685E+00","-4.185"
"139","29.332E+03","51.91519E+00","-4.031"
"140","31.079E+03","51.82280E+00","-3.880"
"141","32.930E+03","51.73905E+00","-3.734"
"142","34.891E+03","51.65870E+00","-3.594"
"143","36.969E+03","51.58129E+00","-3.458"
"144","39.171E+03","51.50614E+00","-3.326"
"145","41.504E+03","51.43801E+00","-3.199"
"146","43.976E+03","51.37148E+00","-3.075"
"147","46.595E+03","51.30454E+00","-2.955"
"148","49.370E+03","51.24309E+00","-2.839"
