"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","19:52:51"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","679.8402E+00","-50.203"
"2","10.600E+00","652.5072E+00","-50.073"
"3","11.230E+00","627.1327E+00","-49.848"
"4","11.900E+00","603.3251E+00","-49.629"
"5","12.600E+00","581.4590E+00","-49.390"
"6","13.350E+00","560.7713E+00","-49.181"
"7","14.150E+00","540.9779E+00","-49.025"
"8","14.990E+00","521.4857E+00","-48.898"
"9","15.890E+00","501.4680E+00","-48.666"
"10","16.830E+00","482.6740E+00","-48.366"
"11","17.830E+00","465.0629E+00","-48.032"
"12","18.900E+00","448.5424E+00","-47.707"
"13","20.020E+00","433.4250E+00","-47.403"
"14","21.210E+00","419.5339E+00","-47.154"
"15","22.480E+00","405.0889E+00","-46.952"
"16","23.820E+00","390.6581E+00","-46.658"
"17","25.240E+00","376.7922E+00","-46.252"
"18","26.740E+00","364.1054E+00","-45.832"
"19","28.330E+00","352.5425E+00","-45.423"
"20","30.020E+00","341.9352E+00","-45.086"
"21","31.810E+00","331.2354E+00","-44.856"
"22","33.700E+00","320.0170E+00","-44.504"
"23","35.710E+00","309.1689E+00","-44.088"
"24","37.830E+00","299.4495E+00","-43.529"
"25","40.090E+00","290.5089E+00","-43.072"
"26","42.480E+00","282.9299E+00","-42.723"
"27","45.010E+00","275.2436E+00","-42.454"
"28","47.690E+00","266.8601E+00","-42.077"
"29","50.530E+00","258.8470E+00","-41.546"
"30","53.540E+00","251.7541E+00","-41.025"
"31","56.720E+00","245.4704E+00","-40.568"
"32","60.100E+00","239.3538E+00","-40.219"
"33","63.680E+00","232.0489E+00","-39.831"
"34","67.480E+00","225.9844E+00","-39.245"
"35","71.490E+00","220.8161E+00","-38.755"
"36","75.750E+00","215.9884E+00","-38.395"
"37","80.260E+00","210.7065E+00","-38.106"
"38","85.040E+00","205.0707E+00","-37.590"
"39","90.110E+00","200.4548E+00","-37.017"
"40","95.480E+00","196.4079E+00","-36.536"
"41","101.16E+00","192.3194E+00","-36.210"
"42","107.19E+00","187.2123E+00","-35.726"
"43","113.57E+00","183.6704E+00","-35.141"
"44","120.34E+00","180.2132E+00","-34.894"
