"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-17"
"TIME","20:04:01"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"CC","1.00","mA"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","582.0316E+00","-59.456"
"2","10.600E+00","556.3224E+00","-59.531"
"3","11.230E+00","538.4140E+00","-59.351"
"4","11.900E+00","521.6744E+00","-59.266"
"5","12.600E+00","505.0105E+00","-59.250"
"6","13.350E+00","487.9428E+00","-59.132"
"7","14.150E+00","471.5889E+00","-58.947"
"8","14.990E+00","456.5985E+00","-58.741"
"9","15.890E+00","442.8169E+00","-58.541"
"10","16.830E+00","429.5107E+00","-58.411"
"11","17.830E+00","416.2429E+00","-58.379"
"12","18.900E+00","402.4568E+00","-58.227"
"13","20.020E+00","389.6872E+00","-57.971"
"14","21.210E+00","378.1117E+00","-57.703"
"15","22.480E+00","366.9726E+00","-57.535"
"16","23.820E+00","355.6018E+00","-57.439"
"17","25.240E+00","344.0999E+00","-57.235"
"18","26.740E+00","333.2273E+00","-56.910"
"19","28.330E+00","323.6218E+00","-56.660"
"20","30.020E+00","313.8549E+00","-56.521"
"21","31.810E+00","303.6117E+00","-56.301"
"22","33.700E+00","294.0278E+00","-55.969"
"23","35.710E+00","285.3690E+00","-55.633"
"24","37.830E+00","277.0019E+00","-55.454"
"25","40.090E+00","268.0456E+00","-55.196"
"26","42.480E+00","259.6269E+00","-54.818"
"27","45.010E+00","251.9052E+00","-54.430"
"28","47.690E+00","244.2615E+00","-54.237"
"29","50.530E+00","237.1729E+00","-53.839"
"30","53.540E+00","230.0185E+00","-53.507"
"31","56.720E+00","222.9517E+00","-53.162"
"32","60.100E+00","216.0572E+00","-52.766"
"33","63.680E+00","209.6627E+00","-52.418"
"34","67.480E+00","202.9223E+00","-52.038"
"35","71.490E+00","196.8712E+00","-51.543"
"36","75.750E+00","191.0665E+00","-51.153"
"37","80.260E+00","185.0601E+00","-50.731"
"38","85.040E+00","179.7127E+00","-50.202"
"39","90.110E+00","174.3444E+00","-49.804"
"40","95.480E+00","169.2750E+00","-49.261"
"41","101.16E+00","164.3540E+00","-48.800"
"42","107.19E+00","159.5987E+00","-48.245"
"43","113.57E+00","154.9488E+00","-47.747"
"44","120.34E+00","150.6654E+00","-47.231"
"45","127.51E+00","146.3360E+00","-46.701"
"46","135.10E+00","142.2682E+00","-46.115"
"47","143.15E+00","138.2420E+00","-45.518"
"48","151.67E+00","134.4875E+00","-44.940"
"49","160.71E+00","130.7418E+00","-44.316"
"50","170.28E+00","127.1626E+00","-43.689"
"51","180.42E+00","123.7577E+00","-43.073"
"52","191.16E+00","120.5087E+00","-42.395"
"53","202.55E+00","117.3472E+00","-41.711"
"54","214.61E+00","114.3247E+00","-41.023"
"55","227.40E+00","111.4252E+00","-40.343"
"56","240.94E+00","108.6389E+00","-39.633"
