"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","20:01:26"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"133","20.729E+03","43.56812E+00","-8.594"
"134","21.964E+03","43.39399E+00","-8.300"
"135","23.272E+03","43.23201E+00","-8.015"
"136","24.658E+03","43.06825E+00","-7.740"
"137","26.127E+03","42.91887E+00","-7.469"
"138","27.683E+03","42.77314E+00","-7.208"
"139","29.332E+03","42.63226E+00","-6.957"
"140","31.079E+03","42.49951E+00","-6.710"
"141","32.930E+03","42.37077E+00","-6.476"
"142","34.891E+03","42.24898E+00","-6.244"
"143","36.969E+03","42.13352E+00","-6.026"
"144","39.171E+03","42.01898E+00","-5.807"
"145","41.504E+03","41.91504E+00","-5.601"
"146","43.976E+03","41.81061E+00","-5.400"
"147","46.595E+03","41.71331E+00","-5.206"
"148","49.370E+03","41.61681E+00","-5.016"
"149","52.311E+03","41.52802E+00","-4.835"
"150","55.427E+03","41.44027E+00","-4.659"
"151","58.728E+03","41.35615E+00","-4.490"
"152","62.226E+03","41.27600E+00","-4.324"
"153","65.932E+03","41.19885E+00","-4.164"
"154","69.859E+03","41.12310E+00","-4.010"
"155","74.020E+03","41.05253E+00","-3.862"
"156","78.428E+03","40.98256E+00","-3.718"
"157","83.099E+03","40.91828E+00","-3.572"
"158","88.049E+03","40.85165E+00","-3.436"
"159","93.293E+03","40.79412E+00","-3.306"
"160","98.850E+03","40.73440E+00","-3.178"
"161","104.74E+03","40.67008E+00","-3.053"
"162","110.98E+03","40.61451E+00","-2.929"
"163","117.58E+03","40.56202E+00","-2.812"
"164","124.59E+03","40.51244E+00","-2.698"
"165","132.01E+03","40.46198E+00","-2.586"
"166","139.87E+03","40.41545E+00","-2.478"
"167","148.20E+03","40.37058E+00","-2.368"
"168","157.03E+03","40.32532E+00","-2.265"
"169","166.38E+03","40.28516E+00","-2.162"
"170","176.29E+03","40.24230E+00","-2.063"
"171","186.79E+03","40.20380E+00","-1.964"
"172","197.92E+03","40.16659E+00","-1.867"
"173","209.70E+03","40.13135E+00","-1.771"
"174","222.19E+03","40.09812E+00","-1.682"
"175","235.43E+03","40.06326E+00","-1.588"
"176","249.45E+03","40.03074E+00","-1.496"
"177","264.31E+03","40.00142E+00","-1.410"
"178","280.05E+03","39.97036E+00","-1.319"
"179","296.73E+03","39.94227E+00","-1.233"
"180","314.40E+03","39.91259E+00","-1.141"
"181","333.13E+03","39.88434E+00","-1.058"
"182","352.97E+03","39.86019E+00","-0.971"
"183","373.99E+03","39.83701E+00","-0.886"
"184","396.27E+03","39.81594E+00","-0.797"
"185","419.87E+03","39.79375E+00","-0.712"
"186","444.88E+03","39.77375E+00","-0.625"
"187","471.38E+03","39.75353E+00","-0.536"
"188","499.45E+03","39.73550E+00","-0.447"
"189","529.20E+03","39.71747E+00","-0.358"
"190","560.72E+03","39.70000E+00","-0.265"
"191","594.11E+03","39.68422E+00","-0.172"
"192","629.50E+03","39.67007E+00","-0.079"
"193","666.99E+03","39.65783E+00","0.017"
"194","706.72E+03","39.64525E+00","0.114"
"195","748.81E+03","39.63217E+00","0.213"
"196","793.41E+03","39.62071E+00","0.316"
"197","840.67E+03","39.61238E+00","0.420"
"198","890.74E+03","39.60269E+00","0.530"
"199","943.79E+03","39.59553E+00","0.642"
"200","1.0000E+06","39.58722E+00","0.758"

