"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:07:39"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.0","1.07214E+03","-57.3509"
"2","10.6","1.02480E+03","-57.1422"
"3","11.23","9.77357E+02","-56.8719"
"4","11.9","9.33963E+02","-56.7353"
"5","12.6","8.93142E+02","-56.5307"
"6","13.35","8.54606E+02","-56.3204"
"7","14.15","8.17329E+02","-56.1891"
"8","14.99","7.82128E+02","-56.0402"
"9","15.89","7.48350E+02","-55.4570"
"10","16.83","7.12967E+02","-55.5330"
"11","17.83","6.81368E+02","-55.1687"
"12","18.9","6.52342E+02","-54.8184"
"13","20.02","6.24746E+02","-54.5793"
"14","21.21","5.98893E+02","-54.3257"
"15","22.48","5.73272E+02","-54.0733"
"16","23.82","5.48434E+02","-53.7552"
"17","25.24","5.25097E+02","-53.4687"
"18","26.74","5.03989E+02","-53.2062"
"19","28.33","4.84066E+02","-52.8976"
"20","30.02","4.64870E+02","-52.5082"
"21","31.81","4.45438E+02","-52.1578"
"22","33.7","4.27745E+02","-51.9737"
"23","35.71","4.10596E+02","-51.5233"
"24","37.83","3.94626E+02","-51.0730"
"25","40.09","3.79509E+02","-50.6801"
"26","42.48","3.65241E+02","-50.4313"
"27","45.01","3.51275E+02","-50.0525"
"28","47.69","3.37880E+02","-49.6325"
"29","50.53","3.25193E+02","-49.1143"
"30","53.54","3.13628E+02","-48.7111"
"31","56.72","3.02969E+02","-48.4092"
"32","60.1","2.91716E+02","-47.9739"
"33","63.68","2.81109E+02","-47.5752"
"34","67.48","2.71303E+02","-47.0276"
"35","71.49","2.62379E+02","-46.4711"
"36","75.75","2.53811E+02","-46.0496"
"37","80.26","2.45551E+02","-45.6817"
"38","85.04","2.36897E+02","-45.1664"
"39","90.11","2.29214E+02","-44.6552"
"40","95.48","2.23113E+02","-44.1873"
"41","101.16","2.16280E+02","-43.5820"
"42","107.19","2.09821E+02","-43.1491"
"43","113.57","2.03781E+02","-42.7074"
"44","120.34","1.97792E+02","-42.1916"
"45","127.51","1.92118E+02","-41.6961"
"46","135.1","1.87050E+02","-41.2010"
"47","143.15","1.81754E+02","-40.5803"
"48","151.67","1.77231E+02","-40.1055"
"49","160.71","1.72508E+02","-39.6706"
"50","170.28","1.68023E+02","-39.0071"
"51","180.42","1.64096E+02","-38.5443"
"52","191.16","1.59893E+02","-37.9660"
"53","202.55","1.56348E+02","-37.4491"
"54","214.61","1.52386E+02","-36.9332"
"55","227.4","1.48958E+02","-36.2700"
"56","240.94","1.45674E+02","-35.8111"
"57","255.29","1.42431E+02","-35.2127"
"58","270.5","1.39101E+02","-34.6719"
"59","286.61","1.36350E+02","-34.1110"
"60","303.68","1.33497E+02","-33.5558"
"61","321.76","1.30786E+02","-33.0127"
"62","340.93","1.28197E+02","-32.4192"
"63","361.23","1.25811E+02","-31.8866"
"64","382.75","1.23540E+02","-31.2499"
"65","405.55","1.21236E+02","-30.7707"
"66","429.7","1.19171E+02","-30.1943"
"67","455.29","1.16873E+02","-29.5562"
"68","482.41","1.14957E+02","-29.0448"
"69","511.14","1.13036E+02","-28.4876"
"70","541.59","1.11266E+02","-27.9479"
"71","573.84","1.09423E+02","-27.3470"
"72","608.02","1.07771E+02","-26.7804"
"73","644.24","1.06177E+02","-26.3235"
"74","682.61","1.04462E+02","-25.7503"
"75","723.26","1.03040E+02","-25.1904"
"76","766.34","1.01601E+02","-24.7002"
"77","811.98","1.00213E+02","-24.1043"
"78","860.35","9.90102E+01","-23.5864"
"79","911.59","9.78472E+01","-23.0734"
"80","965.88","9.63884E+01","-22.5973"
"81","1023.4","9.52769E+01","-22.0792"
"82","1084.4","9.41614E+01","-21.5759"
"83","1149.0","9.31733E+01","-21.1018"
"84","1217.4","9.21561E+01","-20.5752"
"85","1289.9","9.11090E+01","-20.0808"
"86","1366.7","9.02228E+01","-19.5918"
"87","1448.1","8.92169E+01","-19.1345"
"88","1534.4","8.84075E+01","-18.6632"
"89","1625.8","8.76444E+01","-18.1807"
"90","1722.6","8.66810E+01","-17.7385"
"91","1825.2","8.59097E+01","-17.2744"
"92","1933.9","8.52014E+01","-16.8333"
"93","2049.1","8.43417E+01","-16.3658"
"94","2171.1","8.37681E+01","-15.9461"
"95","2300.4","8.31151E+01","-15.4877"
"96","2437.4","8.23276E+01","-15.0563"
"97","2582.6","8.17799E+01","-14.6335"
"98","2736.4","8.12385E+01","-14.2365"
