"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:10:20"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","895.1152E+00","-61.156"
"2","10.600E+00","853.1025E+00","-61.026"
"3","11.230E+00","813.7413E+00","-60.855"
"4","11.900E+00","776.4876E+00","-60.685"
"5","12.600E+00","741.7845E+00","-60.513"
"6","13.350E+00","708.7519E+00","-60.350"
"7","14.150E+00","677.0569E+00","-60.204"
"8","14.990E+00","646.5334E+00","-60.044"
"9","15.890E+00","616.9029E+00","-59.829"
"10","16.830E+00","589.3308E+00","-59.612"
"11","17.830E+00","563.2858E+00","-59.387"
"12","18.900E+00","538.4069E+00","-59.164"
"13","20.020E+00","515.4656E+00","-58.959"
"14","21.210E+00","493.2993E+00","-58.782"
"15","22.480E+00","471.4820E+00","-58.561"
"16","23.820E+00","450.7295E+00","-58.288"
"17","25.240E+00","431.3664E+00","-58.009"
"18","26.740E+00","413.3767E+00","-57.740"
"19","28.330E+00","396.4846E+00","-57.516"
"20","30.020E+00","379.8205E+00","-57.282"
"21","31.810E+00","363.5665E+00","-57.006"
"22","33.700E+00","348.3298E+00","-56.669"
"23","35.710E+00","334.1294E+00","-56.336"
"24","37.830E+00","321.0573E+00","-56.048"
"25","40.090E+00","308.2069E+00","-55.807"
"26","42.480E+00","295.6737E+00","-55.508"
"27","45.010E+00","283.5296E+00","-55.089"
"28","47.690E+00","272.4312E+00","-54.720"
"29","50.530E+00","262.3477E+00","-54.395"
"30","53.540E+00","252.3647E+00","-54.112"
"31","56.720E+00","242.4647E+00","-53.710"
"32","60.100E+00","234.0176E+00","-53.356"
"33","63.680E+00","225.4742E+00","-52.993"
"34","67.480E+00","216.6535E+00","-52.625"
"35","71.490E+00","208.6084E+00","-52.111"
"36","75.750E+00","201.3857E+00","-51.642"
"37","80.260E+00","194.6280E+00","-51.290"
"38","85.040E+00","187.6588E+00","-50.915"
"39","90.110E+00","180.9199E+00","-50.397"
"40","95.480E+00","174.9149E+00","-49.851"
"41","101.16E+00","169.4971E+00","-49.463"
"42","107.19E+00","163.8607E+00","-49.018"
"43","113.57E+00","158.8527E+00","-48.516"
"44","120.34E+00","153.8865E+00","-48.105"
"45","127.51E+00","149.0959E+00","-47.559"
"46","135.10E+00","144.7577E+00","-47.098"
"47","143.15E+00","140.2123E+00","-46.568"
"48","151.67E+00","136.3355E+00","-46.045"
"49","160.71E+00","132.2597E+00","-45.533"
"50","170.28E+00","128.6887E+00","-44.981"
"51","180.42E+00","124.9044E+00","-44.448"
"52","191.16E+00","121.7014E+00","-43.892"
"53","202.55E+00","118.3028E+00","-43.331"
"54","214.61E+00","115.3302E+00","-42.795"
"55","227.40E+00","112.2070E+00","-42.163"
"56","240.94E+00","109.3660E+00","-41.611"
"57","255.29E+00","106.8147E+00","-41.022"
"58","270.50E+00","104.1132E+00","-40.472"
"59","286.61E+00","101.8108E+00","-39.872"
"60","303.68E+00","99.46613E+00","-39.343"
"61","321.76E+00","97.23666E+00","-38.714"
"62","340.93E+00","95.04854E+00","-38.111"
"63","361.23E+00","92.97619E+00","-37.578"
"64","382.75E+00","90.96194E+00","-36.912"
"65","405.55E+00","89.19226E+00","-36.382"
"66","429.70E+00","87.37242E+00","-35.791"
"67","455.29E+00","85.60267E+00","-35.123"
"68","482.41E+00","83.92784E+00","-34.557"
"69","511.14E+00","82.42249E+00","-33.950"
"70","541.59E+00","80.82449E+00","-33.393"
"71","573.84E+00","79.44592E+00","-32.757"
"72","608.02E+00","77.98897E+00","-32.191"
"73","644.24E+00","76.70440E+00","-31.565"
"74","682.61E+00","75.27748E+00","-30.919"
"75","723.26E+00","74.01058E+00","-30.309"
"76","766.34E+00","72.77521E+00","-29.664"
"77","811.98E+00","71.64234E+00","-29.053"
"78","860.35E+00","70.54486E+00","-28.420"
"79","911.59E+00","69.50295E+00","-27.845"
"80","965.88E+00","68.44456E+00","-27.201"
"81","1.0234E+03","67.48109E+00","-26.659"
"82","1.0844E+03","66.52478E+00","-26.050"
"83","1.1490E+03","65.64719E+00","-25.484"
"84","1.2174E+03","64.78249E+00","-24.875"
"85","1.2899E+03","63.92631E+00","-24.296"
"86","1.3667E+03","63.12861E+00","-23.743"
"87","1.4481E+03","62.35593E+00","-23.170"
"88","1.5344E+03","61.62253E+00","-22.610"
"89","1.6258E+03","60.91749E+00","-22.049"
"90","1.7226E+03","60.24699E+00","-21.488"
"91","1.8252E+03","59.60568E+00","-20.952"
"92","1.9339E+03","58.94486E+00","-20.413"
"93","2.0491E+03","58.35464E+00","-19.887"
"94","2.1711E+03","57.76614E+00","-19.347"
"95","2.3004E+03","57.21450E+00","-18.845"
"96","2.4374E+03","56.67621E+00","-18.332"
"97","2.5826E+03","56.14763E+00","-17.822"
"98","2.7364E+03","55.66719E+00","-17.336"
"99","2.8994E+03","55.20565E+00","-16.843"
"100","3.0721E+03","54.72840E+00","-16.380"
"101","3.2551E+03","54.29896E+00","-15.918"
"102","3.4490E+03","53.87245E+00","-15.465"
"103","3.6544E+03","53.47304E+00","-15.021"
"104","3.8720E+03","53.08315E+00","-14.584"
"105","4.1027E+03","52.71073E+00","-14.151"
"106","4.3470E+03","52.34511E+00","-13.730"
"107","4.6059E+03","52.00463E+00","-13.321"
"108","4.8803E+03","51.68021E+00","-12.919"
"109","5.1709E+03","51.35773E+00","-12.524"
"110","5.4789E+03","51.05520E+00","-12.133"
"111","5.8052E+03","50.76023E+00","-11.760"
"112","6.1510E+03","50.47771E+00","-11.391"
"113","6.5173E+03","50.21082E+00","-11.037"
"114","6.9055E+03","49.95299E+00","-10.685"
"115","7.3168E+03","49.69526E+00","-10.342"
"116","7.7526E+03","49.46402E+00","-10.010"
"117","8.2143E+03","49.23315E+00","-9.689"
"118","8.7036E+03","49.00880E+00","-9.371"
"119","9.2220E+03","48.80437E+00","-9.071"
"120","9.7712E+03","48.59764E+00","-8.771"
"121","10.353E+03","48.39549E+00","-8.485"
"122","10.970E+03","48.20834E+00","-8.206"
"123","11.623E+03","48.02974E+00","-7.937"
"124","12.316E+03","47.85545E+00","-7.673"
"125","13.049E+03","47.68840E+00","-7.416"
"126","13.826E+03","47.52861E+00","-7.167"
"127","14.650E+03","47.37497E+00","-6.922"
"128","15.522E+03","47.22786E+00","-6.690"
"129","16.447E+03","47.08495E+00","-6.459"
