"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:18:58"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","624.7897E+00","-60.579"
"2","10.600E+00","596.3824E+00","-60.411"
"3","11.230E+00","569.7323E+00","-60.284"
"4","11.900E+00","543.8844E+00","-60.131"
"5","12.600E+00","519.5396E+00","-59.949"
"6","13.350E+00","496.2957E+00","-59.757"
"7","14.150E+00","474.1970E+00","-59.568"
"8","14.990E+00","453.6231E+00","-59.378"
"9","15.890E+00","433.9780E+00","-59.214"
"10","16.830E+00","415.4299E+00","-59.071"
"11","17.830E+00","397.2100E+00","-58.905"
"12","18.900E+00","379.5889E+00","-58.695"
"13","20.020E+00","363.1214E+00","-58.457"
"14","21.210E+00","347.6112E+00","-58.228"
"15","22.480E+00","332.9616E+00","-57.995"
"16","23.820E+00","319.3427E+00","-57.805"
"17","25.240E+00","306.0710E+00","-57.641"
"18","26.740E+00","293.0344E+00","-57.430"
"19","28.330E+00","280.6239E+00","-57.147"
"20","30.020E+00","268.9548E+00","-56.877"
"21","31.810E+00","258.1693E+00","-56.592"
"22","33.700E+00","248.0780E+00","-56.357"
"23","35.710E+00","238.3496E+00","-56.138"
"24","37.830E+00","228.4795E+00","-55.901"
"25","40.090E+00","219.2105E+00","-55.581"
"26","42.480E+00","210.7975E+00","-55.214"
"27","45.010E+00","202.8032E+00","-54.947"
"28","47.690E+00","195.1921E+00","-54.750"
"29","50.530E+00","187.4977E+00","-54.462"
"30","53.540E+00","180.1256E+00","-54.053"
"31","56.720E+00","173.4922E+00","-53.627"
"32","60.100E+00","167.4899E+00","-53.274"
"33","63.680E+00","161.5349E+00","-53.022"
"34","67.480E+00","155.5981E+00","-52.693"
"35","71.490E+00","149.7671E+00","-52.284"
"36","75.750E+00","144.4992E+00","-51.797"
"37","80.260E+00","139.7241E+00","-51.358"
"38","85.040E+00","135.1521E+00","-51.043"
"39","90.110E+00","130.4000E+00","-50.693"
"40","95.480E+00","125.8170E+00","-50.184"
"41","101.16E+00","122.0176E+00","-49.683"
"42","107.19E+00","118.3506E+00","-49.315"
"43","113.57E+00","114.5111E+00","-48.873"
"44","120.34E+00","111.0678E+00","-48.356"
"45","127.51E+00","107.7574E+00","-47.961"
"46","135.10E+00","104.3896E+00","-47.443"
"47","143.15E+00","101.4258E+00","-46.908"
"48","151.67E+00","98.50709E+00","-46.485"
"49","160.71E+00","95.60118E+00","-45.906"
"50","170.28E+00","93.04190E+00","-45.385"
"51","180.42E+00","90.36768E+00","-44.897"
"52","191.16E+00","87.95308E+00","-44.271"
"53","202.55E+00","85.62916E+00","-43.802"
"54","214.61E+00","83.33732E+00","-43.155"
"55","227.40E+00","81.25086E+00","-42.650"
"56","240.94E+00","79.11306E+00","-41.994"
"57","255.29E+00","77.24358E+00","-41.474"
"58","270.50E+00","75.29238E+00","-40.804"
"59","286.61E+00","73.53788E+00","-40.271"
"60","303.68E+00","71.79163E+00","-39.568"
"61","321.76E+00","70.13303E+00","-39.033"
"62","340.93E+00","68.61919E+00","-38.340"
"63","361.23E+00","67.03052E+00","-37.767"
"64","382.75E+00","65.66019E+00","-37.067"
"65","405.55E+00","64.19614E+00","-36.427"
"66","429.70E+00","62.94533E+00","-35.817"
"67","455.29E+00","61.63930E+00","-35.101"
"68","482.41E+00","60.38449E+00","-34.492"
"69","511.14E+00","59.26034E+00","-33.867"
"70","541.59E+00","58.18708E+00","-33.174"
"71","573.84E+00","57.10837E+00","-32.483"
"72","608.02E+00","56.05447E+00","-31.809"
"73","644.24E+00","55.06163E+00","-31.159"
"74","682.61E+00","54.11016E+00","-30.497"
"75","723.26E+00","53.22078E+00","-29.848"
"76","766.34E+00","52.35552E+00","-29.173"
"77","811.98E+00","51.54952E+00","-28.510"
"78","860.35E+00","50.78559E+00","-27.849"
"79","911.59E+00","50.04910E+00","-27.228"
"80","965.88E+00","49.29812E+00","-26.605"
"81","1.0234E+03","48.60375E+00","-25.941"
"82","1.0844E+03","47.97033E+00","-25.312"
"83","1.1490E+03","47.33120E+00","-24.705"
