"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:07:39"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"134","21964.0","7.68882E+01","-4.9179"
"135","23272.0","7.68221E+01","-4.7446"
"136","24658.0","7.65983E+01","-4.5823"
"137","26127.0","7.64540E+01","-4.4154"
"138","27683.0","7.63285E+01","-4.2562"
"139","29332.0","7.61652E+01","-4.1095"
"140","31079.0","7.60142E+01","-3.9638"
"141","32930.0","7.59370E+01","-3.8179"
"142","34891.0","7.58419E+01","-3.6846"
"143","36969.0","7.56799E+01","-3.5481"
"144","39171.0","7.55045E+01","-3.4188"
"145","41504.0","7.55111E+01","-3.2951"
"146","43976.0","7.53190E+01","-3.1765"
"147","46595.0","7.52584E+01","-3.0588"
"148","49370.0","7.51502E+01","-2.9416"
"149","52311.0","7.50674E+01","-2.8276"
"150","55427.0","7.50602E+01","-2.7181"
"151","58728.0","7.49618E+01","-2.6203"
"152","62226.0","7.48108E+01","-2.5215"
"153","65932.0","7.47898E+01","-2.4262"
"154","69859.0","7.46663E+01","-2.3251"
"155","74020.0","7.45841E+01","-2.2361"
"156","78428.0","7.45300E+01","-2.1456"
"157","83099.0","7.44883E+01","-2.0606"
"158","88049.0","7.44516E+01","-1.9756"
"159","93293.0","7.43875E+01","-1.8978"
"160","98850.0","7.43720E+01","-1.8190"
"161","104740.0","7.42806E+01","-1.7449"
"162","110980.0","7.41988E+01","-1.6717"
"163","117580.0","7.41260E+01","-1.6020"
"164","124590.0","7.41446E+01","-1.5299"
"165","132010.0","7.40779E+01","-1.4648"
"166","139870.0","7.39998E+01","-1.4018"
"167","148200.0","7.40441E+01","-1.3396"
"168","157030.0","7.40010E+01","-1.2781"
"169","166380.0","7.39250E+01","-1.2205"
"170","176290.0","7.39555E+01","-1.1635"
"171","186790.0","7.38226E+01","-1.1074"
"172","197920.0","7.38133E+01","-1.0550"
"173","209700.0","7.38133E+01","-1.0031"
"174","222190.0","7.37630E+01","-0.9530"
"175","235430.0","7.37661E+01","-0.9030"
"176","249450.0","7.37693E+01","-0.8544"
"177","264310.0","7.37174E+01","-0.8065"
"178","280050.0","7.37066E+01","-0.7616"
"179","296730.0","7.36255E+01","-0.7171"
"180","314400.0","7.35708E+01","-0.6721"
"181","333130.0","7.35644E+01","-0.6286"
"182","352970.0","7.35673E+01","-0.5850"
"183","373990.0","7.35110E+01","-0.5431"
"184","396270.0","7.35990E+01","-0.5037"
"185","419870.0","7.36784E+01","-0.4609"
"186","444880.0","7.38555E+01","-0.4205"
"187","471380.0","7.40823E+01","-0.3798"
"188","499450.0","7.42867E+01","-0.3396"
"189","529200.0","7.44826E+01","-0.2981"
"190","560720.0","7.47909E+01","-0.2585"
"191","594110.0","7.51194E+01","-0.2180"
"192","629500.0","7.51222E+01","-0.1762"
"193","666990.0","7.51144E+01","-0.1366"
"194","706720.0","7.49525E+01","-0.0956"
"195","748810.0","7.50708E+01","-0.0536"
"196","793410.0","7.50386E+01","-0.0126"
"197","840670.0","7.50557E+01","0.0294"
"198","890740.0","7.50517E+01","0.0745"
"199","943790.0","7.49430E+01","0.1196"
"200","1000000.0","7.50550E+01","0.1670"
