"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-17"
"TIME","20:04:01"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"CC","1.00","mA"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.0","6.09572E+02","-61.2466"
"2","10.6","5.82456E+02","-61.4014"
"3","11.23","5.63840E+02","-61.2046"
"4","11.9","5.46715E+02","-61.0101"
"5","12.6","5.30169E+02","-61.0674"
"6","13.35","5.11716E+02","-60.9055"
"7","14.15","4.93949E+02","-60.6432"
"8","14.99","4.78734E+02","-60.3201"
"9","15.89","4.64306E+02","-60.2085"
"10","16.83","4.49896E+02","-60.2954"
"11","17.83","4.36357E+02","-60.1006"
"12","18.9","4.22012E+02","-59.9886"
"13","20.02","4.09256E+02","-59.8084"
"14","21.21","3.96239E+02","-59.3019"
"15","22.48","3.84130E+02","-59.4428"
"16","23.82","3.72999E+02","-59.0301"
"17","25.24","3.61005E+02","-59.0774"
"18","26.74","3.49115E+02","-58.5436"
"19","28.33","3.39135E+02","-58.3394"
"20","30.02","3.28711E+02","-58.2175"
"21","31.81","3.18514E+02","-58.0456"
"22","33.7","3.07578E+02","-57.3645"
"23","35.71","2.99156E+02","-57.3542"
"24","37.83","2.90152E+02","-56.9872"
"25","40.09","2.80933E+02","-56.8977"
"26","42.48","2.71736E+02","-56.5018"
"27","45.01","2.64134E+02","-56.0084"
"28","47.69","2.55809E+02","-55.9658"
"29","50.53","2.48399E+02","-55.5065"
"30","53.54","2.40772E+02","-55.2017"
"31","56.72","2.33601E+02","-54.7371"
"32","60.1","2.26769E+02","-54.3848"
"33","63.68","2.19473E+02","-53.9368"
"34","67.48","2.12805E+02","-53.6140"
"35","71.49","2.06652E+02","-52.9589"
"36","75.75","2.00536E+02","-52.8473"
"37","80.26","1.93765E+02","-52.0710"
"38","85.04","1.88388E+02","-51.7494"
"39","90.11","1.82846E+02","-51.3969"
"40","95.48","1.77291E+02","-50.8581"
"41","101.16","1.72432E+02","-50.4193"
"42","107.19","1.67177E+02","-49.7293"
"43","113.57","1.62394E+02","-49.2807"
"44","120.34","1.57914E+02","-48.7725"
"45","127.51","1.53637E+02","-48.0657"
"46","135.1","1.49220E+02","-47.5002"
"47","143.15","1.44706E+02","-46.9456"
"48","151.67","1.40923E+02","-46.2540"
"49","160.71","1.36857E+02","-45.6436"
"50","170.28","1.33538E+02","-45.0262"
"51","180.42","1.29865E+02","-44.3521"
"52","191.16","1.26475E+02","-43.5971"
"53","202.55","1.22950E+02","-42.9292"
"54","214.61","1.19910E+02","-42.2815"
"55","227.4","1.16780E+02","-41.4235"
"56","240.94","1.14021E+02","-40.8330"
"57","255.29","1.11034E+02","-40.1862"
"58","270.5","1.08375E+02","-39.3592"
"59","286.61","1.05689E+02","-38.5512"
"60","303.68","1.03322E+02","-37.7392"
"61","321.76","1.01071E+02","-37.1522"
"62","340.93","9.88117E+01","-36.2677"
"63","361.23","9.68444E+01","-35.5106"
"64","382.75","9.48794E+01","-34.7423"
"65","405.55","9.27675E+01","-33.9549"
"66","429.7","9.09988E+01","-33.0459"
"67","455.29","8.91299E+01","-32.3824"
"68","482.41","8.75535E+01","-31.5894"
"69","511.14","8.60311E+01","-30.8701"
"70","541.59","8.44509E+01","-29.9434"
"71","573.84","8.30736E+01","-29.2520"
"72","608.02","8.17740E+01","-28.4767"
"73","644.24","8.03153E+01","-27.7868"
"74","682.61","7.93086E+01","-26.9111"
"75","723.26","7.79648E+01","-26.2658"
"76","766.34","7.68626E+01","-25.4393"
"77","811.98","7.57018E+01","-24.7497"
"78","860.35","7.47231E+01","-24.0230"
"79","911.59","7.38414E+01","-23.4064"
"80","965.88","7.28010E+01","-22.7150"
"81","1023.4","7.19288E+01","-22.1243"
"82","1084.4","7.12778E+01","-21.4122"
"83","1149.0","7.03510E+01","-20.7650"
"84","1217.4","6.96711E+01","-20.1616"
"85","1289.9","6.90441E+01","-19.5837"
"86","1366.7","6.83028E+01","-18.9088"
"87","1448.1","6.76306E+01","-18.4185"
"88","1534.4","6.70677E+01","-17.7771"
"89","1625.8","6.64847E+01","-17.2756"
"90","1722.6","6.59144E+01","-16.7889"
"91","1825.2","6.52252E+01","-16.2401"
"92","1933.9","6.48754E+01","-15.7237"
"93","2049.1","6.43339E+01","-15.2362"
"94","2171.1","6.39168E+01","-14.7458"
"95","2300.4","6.33376E+01","-14.2973"
"96","2437.4","6.29555E+01","-13.8769"
"97","2582.6","6.25400E+01","-13.3600"
"98","2736.4","6.21329E+01","-13.0005"
"99","2899.4","6.18307E+01","-12.5853"
"100","3072.1","6.14558E+01","-12.2125"
"101","3255.1","6.11374E+01","-11.8098"
"102","3449.0","6.07850E+01","-11.4540"
"103","3654.4","6.03488E+01","-11.0672"
"104","3872.0","6.00238E+01","-10.7781"
"105","4102.7","5.97473E+01","-10.4035"
"106","4347.0","5.94729E+01","-10.0752"
"107","4605.9","5.92906E+01","-9.7259"
"108","4880.3","5.89224E+01","-9.4386"
"109","5170.9","5.87052E+01","-9.1189"
"110","5478.9","5.84498E+01","-8.8356"
"111","5805.2","5.81376E+01","-8.5486"
"112","6151.0","5.79710E+01","-8.2972"
"113","6517.3","5.77832E+01","-7.9879"
"114","6905.5","5.76804E+01","-7.7329"
"115","7316.8","5.73359E+01","-7.4697"
"116","7752.6","5.71721E+01","-7.2517"
"117","8214.3","5.70049E+01","-7.0158"
"118","8703.6","5.67663E+01","-6.7706"
"119","9222.0","5.66422E+01","-6.5522"
"120","9771.2","5.65145E+01","-6.3461"
"121","10353.0","5.63819E+01","-6.1235"
"122","10970.0","5.60728E+01","-5.9345"
"123","11623.0","5.60416E+01","-5.7070"
"124","12316.0","5.57905E+01","-5.5529"
"125","13049.0","5.56862E+01","-5.3691"
"126","13826.0","5.55616E+01","-5.1809"
"127","14650.0","5.54226E+01","-5.0206"
"128","15522.0","5.52719E+01","-4.8357"
"129","16447.0","5.52054E+01","-4.6755"
"130","17426.0","5.49935E+01","-4.5386"
"131","18464.0","5.49441E+01","-4.3716"
"132","19564.0","5.48651E+01","-4.2347"
"133","20729.0","5.47109E+01","-4.0905"
"134","21964.0","5.46366E+01","-3.9601"
"135","23272.0","5.46039E+01","-3.8256"
"136","24658.0","5.45982E+01","-3.6882"
"137","26127.0","5.42952E+01","-3.5672"
"138","27683.0","5.43394E+01","-3.4452"
"139","29332.0","5.42586E+01","-3.3352"
"140","31079.0","5.41315E+01","-3.2304"
"141","32930.0","5.40579E+01","-3.1030"
"142","34891.0","5.39684E+01","-2.9945"
"143","36969.0","5.38062E+01","-2.8991"
"144","39171.0","5.38611E+01","-2.8005"
"145","41504.0","5.38199E+01","-2.6824"
"146","43976.0","5.36699E+01","-2.6064"
"147","46595.0","5.36515E+01","-2.5094"
"148","49370.0","5.36087E+01","-2.4176"
"149","52311.0","5.36056E+01","-2.3343"
"150","55427.0","5.34826E+01","-2.2449"
"151","58728.0","5.33916E+01","-2.1621"
"152","62226.0","5.33361E+01","-2.0931"
"153","65932.0","5.33065E+01","-2.0231"
"154","69859.0","5.32749E+01","-1.9395"
"155","74020.0","5.32424E+01","-1.8783"
"156","78428.0","5.31747E+01","-1.8016"
"157","83099.0","5.31712E+01","-1.7341"
"158","88049.0","5.31721E+01","-1.6679"
"159","93293.0","5.29948E+01","-1.6047"
"160","98850.0","5.30249E+01","-1.5436"
"161","104740.0","5.28345E+01","-1.4831"
"162","110980.0","5.29340E+01","-1.4170"
"163","117580.0","5.28761E+01","-1.3633"
"164","124590.0","5.28277E+01","-1.3069"
"165","132010.0","5.27826E+01","-1.2485"
"166","139870.0","5.26946E+01","-1.1899"
"167","148200.0","5.28318E+01","-1.1353"
"168","157030.0","5.26608E+01","-1.0805"
"169","166380.0","5.27204E+01","-1.0254"
"170","176290.0","5.25926E+01","-0.9677"
"171","186790.0","5.26526E+01","-0.9173"
"172","197920.0","5.25978E+01","-0.8626"
"173","209700.0","5.25129E+01","-0.8066"
"174","222190.0","5.26214E+01","-0.7567"
"175","235430.0","5.26193E+01","-0.7001"
"176","249450.0","5.25887E+01","-0.6460"
"177","264310.0","5.25118E+01","-0.5889"
"178","280050.0","5.24572E+01","-0.5357"
"179","296730.0","5.24338E+01","-0.4792"
"180","314400.0","5.23942E+01","-0.4169"
"181","333130.0","5.23982E+01","-0.3569"
"182","352970.0","5.23099E+01","-0.2926"
"183","373990.0","5.22497E+01","-0.2333"
"184","396270.0","5.23632E+01","-0.1668"
"185","419870.0","5.23576E+01","-0.0971"
"186","444880.0","5.22684E+01","-0.0288"
"187","471380.0","5.24402E+01","0.0421"
"188","499450.0","5.24651E+01","0.1172"
"189","529200.0","5.26531E+01","0.1925"
"190","560720.0","5.27013E+01","0.2735"
"191","594110.0","5.27151E+01","0.3594"
"192","629500.0","5.26676E+01","0.4434"
"193","666990.0","5.27050E+01","0.5326"
"194","706720.0","5.26789E+01","0.6258"
"195","748810.0","5.27057E+01","0.7224"
"196","793410.0","5.27002E+01","0.8321"
"197","840670.0","5.26477E+01","0.9285"
"198","890740.0","5.25967E+01","1.0367"
"199","943790.0","5.26207E+01","1.1584"
"200","1000000.0","5.25865E+01","1.2895"
