"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","19:43:00"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","571.1648E+00","-51.298"
"2","10.600E+00","548.4408E+00","-50.980"
"3","11.230E+00","526.3065E+00","-50.498"
"4","11.900E+00","505.8073E+00","-49.986"
"5","12.600E+00","487.1358E+00","-49.512"
"6","13.350E+00","469.6723E+00","-49.045"
"7","14.150E+00","453.4728E+00","-48.629"
"8","14.990E+00","438.0181E+00","-48.287"
"9","15.890E+00","422.4920E+00","-47.953"
"10","16.830E+00","407.1062E+00","-47.520"
"11","17.830E+00","392.5325E+00","-47.005"
"12","18.900E+00","379.0646E+00","-46.465"
"13","20.020E+00","367.1475E+00","-45.949"
"14","21.210E+00","356.1286E+00","-45.506"
"15","22.480E+00","345.6008E+00","-45.155"
"16","23.820E+00","334.6127E+00","-44.806"
"17","25.240E+00","323.5735E+00","-44.334"
"18","26.740E+00","313.4254E+00","-43.772"
"19","28.330E+00","304.3319E+00","-43.221"
"20","30.020E+00","296.1273E+00","-42.725"
"21","31.810E+00","288.4740E+00","-42.335"
"22","33.700E+00","280.4793E+00","-42.033"
"23","35.710E+00","271.9629E+00","-41.537"
"24","37.830E+00","264.2452E+00","-41.000"
"25","40.090E+00","257.6214E+00","-40.386"
"26","42.480E+00","251.6356E+00","-39.873"
"27","45.010E+00","245.8172E+00","-39.530"
"28","47.690E+00","240.0125E+00","-39.109"
"29","50.530E+00","233.2047E+00","-38.631"
"30","53.540E+00","227.9677E+00","-38.043"
"31","56.720E+00","223.3495E+00","-37.594"
"32","60.100E+00","218.4568E+00","-37.265"
"33","63.680E+00","213.0832E+00","-36.855"
"34","67.480E+00","207.9715E+00","-36.287"
"35","71.490E+00","203.7231E+00","-35.666"
"36","75.750E+00","200.2077E+00","-35.203"
"37","80.260E+00","196.2541E+00","-34.923"
"38","85.040E+00","191.7829E+00","-34.480"
"39","90.110E+00","187.8168E+00","-33.898"
"40","95.480E+00","184.5979E+00","-33.312"
"41","101.16E+00","181.5428E+00","-32.985"
"42","107.19E+00","177.6173E+00","-32.581"
"43","113.57E+00","174.5446E+00","-31.948"
"44","120.34E+00","171.9152E+00","-31.666"
"45","127.51E+00","168.3759E+00","-31.174"
"46","135.10E+00","166.0110E+00","-30.630"
"47","143.15E+00","163.0742E+00","-30.360"
"48","151.67E+00","160.1804E+00","-29.766"
"49","160.71E+00","158.1833E+00","-29.389"
"50","170.28E+00","155.1850E+00","-28.989"
"51","180.42E+00","153.2301E+00","-28.453"
"52","191.16E+00","150.6109E+00","-28.169"
"53","202.55E+00","148.5105E+00","-27.575"
"54","214.61E+00","146.4030E+00","-27.332"
"55","227.40E+00","144.2366E+00","-26.759"
"56","240.94E+00","142.3403E+00","-26.494"
"57","255.29E+00","140.2533E+00","-25.930"
"58","270.50E+00","138.4892E+00","-25.677"
"59","286.61E+00","136.4728E+00","-25.153"
"60","303.68E+00","134.9558E+00","-24.854"
"61","321.76E+00","133.0897E+00","-24.330"
"62","340.93E+00","131.4258E+00","-24.074"
"63","361.23E+00","129.8436E+00","-23.557"
"64","382.75E+00","128.2036E+00","-23.288"
"65","405.55E+00","126.9334E+00","-22.856"
"66","429.70E+00","125.2476E+00","-22.430"
"67","455.29E+00","123.7592E+00","-22.147"
"68","482.41E+00","122.5993E+00","-21.724"
"69","511.14E+00","121.0951E+00","-21.340"
"70","541.59E+00","119.9301E+00","-20.996"
"71","573.84E+00","118.5117E+00","-20.628"
"72","608.02E+00","117.2012E+00","-20.295"
"73","644.24E+00","116.0056E+00","-19.944"
"74","682.61E+00","114.9419E+00","-19.675"
"75","723.26E+00","113.6648E+00","-19.248"
"76","766.34E+00","112.5431E+00","-18.965"
"77","811.98E+00","111.5369E+00","-18.645"
"78","860.35E+00","110.4368E+00","-18.252"
"79","911.59E+00","109.5359E+00","-17.892"
"80","965.88E+00","108.4483E+00","-17.649"
"81","1.0234E+03","107.5056E+00","-17.351"
"82","1.0844E+03","106.5141E+00","-16.947"
"83","1.1490E+03","105.7281E+00","-16.689"
"84","1.2174E+03","104.8070E+00","-16.321"
"85","1.2899E+03","103.9864E+00","-16.051"
"86","1.3667E+03","103.0343E+00","-15.776"
"87","1.4481E+03","102.1620E+00","-15.462"
"88","1.5344E+03","101.4442E+00","-15.158"
"89","1.6258E+03","100.6215E+00","-14.876"
"90","1.7226E+03","99.81217E+00","-14.571"
"91","1.8252E+03","99.15014E+00","-14.290"
"92","1.9339E+03","98.35004E+00","-14.012"
"93","2.0491E+03","97.60380E+00","-13.697"
