"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","20:03:38"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","599.6050E+00","-49.962"
"2","10.600E+00","575.9294E+00","-49.724"
"3","11.230E+00","555.8537E+00","-49.595"
"4","11.900E+00","535.9680E+00","-49.513"
"5","12.600E+00","516.4200E+00","-49.410"
"6","13.350E+00","496.9303E+00","-49.220"
"7","14.150E+00","478.6404E+00","-48.990"
"8","14.990E+00","461.7267E+00","-48.768"
"9","15.890E+00","445.9278E+00","-48.552"
"10","16.830E+00","431.5047E+00","-48.379"
"11","17.830E+00","417.4232E+00","-48.278"
"12","18.900E+00","402.7888E+00","-48.157"
"13","20.020E+00","388.2709E+00","-47.939"
"14","21.210E+00","374.6986E+00","-47.652"
"15","22.480E+00","362.0221E+00","-47.380"
"16","23.820E+00","350.6097E+00","-47.118"
"17","25.240E+00","339.9653E+00","-46.934"
"18","26.740E+00","329.1398E+00","-46.816"
"19","28.330E+00","317.8789E+00","-46.621"
"20","30.020E+00","307.0762E+00","-46.318"
"21","31.810E+00","297.1157E+00","-46.014"
"22","33.700E+00","288.3430E+00","-45.664"
"23","35.710E+00","280.3483E+00","-45.495"
"24","37.830E+00","272.1481E+00","-45.339"
"25","40.090E+00","263.2214E+00","-45.152"
"26","42.480E+00","254.9087E+00","-44.850"
"27","45.010E+00","247.5338E+00","-44.474"
"28","47.690E+00","240.9611E+00","-44.146"
"29","50.530E+00","234.9390E+00","-43.988"
"30","53.540E+00","227.4650E+00","-43.849"
"31","56.720E+00","220.6263E+00","-43.470"
"32","60.100E+00","214.6024E+00","-43.099"
"33","63.680E+00","209.3514E+00","-42.804"
"34","67.480E+00","204.0964E+00","-42.666"
"35","71.490E+00","198.2176E+00","-42.495"
"36","75.750E+00","192.4410E+00","-42.124"
"37","80.260E+00","187.6673E+00","-41.688"
"38","85.040E+00","183.4741E+00","-41.444"
