"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-12-08"
"TIME","18:07:39"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.0","1.17289E+03","-62.8169"
"2","10.6","1.12093E+03","-62.7157"
"3","11.23","1.07123E+03","-62.5325"
"4","11.9","1.02246E+03","-62.3334"
"5","12.6","9.78821E+02","-62.0697"
"6","13.35","9.35640E+02","-61.8605"
"7","14.15","8.95319E+02","-61.5485"
"8","14.99","8.56435E+02","-61.3640"
"9","15.89","8.19034E+02","-60.8977"
"10","16.83","7.80144E+02","-60.8342"
"11","17.83","7.46088E+02","-60.4959"
"12","18.9","7.13930E+02","-60.1517"
"13","20.02","6.84448E+02","-59.8176"
"14","21.21","6.55885E+02","-59.6601"
"15","22.48","6.26802E+02","-59.2983"
"16","23.82","6.00569E+02","-59.0042"
"17","25.24","5.74974E+02","-58.5252"
"18","26.74","5.51749E+02","-58.3287"
"19","28.33","5.29553E+02","-57.9173"
"20","30.02","5.08908E+02","-57.6451"
"21","31.81","4.87701E+02","-57.1913"
"22","33.7","4.67770E+02","-56.9837"
"23","35.71","4.48949E+02","-56.5058"
"24","37.83","4.31401E+02","-56.0716"
"25","40.09","4.15849E+02","-55.7040"
"26","42.48","3.99963E+02","-55.3200"
"27","45.01","3.84366E+02","-54.9041"
"28","47.69","3.69928E+02","-54.4719"
"29","50.53","3.55825E+02","-53.9228"
"30","53.54","3.42909E+02","-53.5062"
"31","56.72","3.30959E+02","-53.1149"
"32","60.1","3.19382E+02","-52.5103"
"33","63.68","3.08051E+02","-52.1704"
"34","67.48","2.97155E+02","-51.5629"
"35","71.49","2.87413E+02","-51.0479"
"36","75.75","2.78005E+02","-50.5517"
"37","80.26","2.68698E+02","-50.1776"
"38","85.04","2.59415E+02","-49.4634"
"39","90.11","2.51375E+02","-48.9369"
"40","95.48","2.44127E+02","-48.4921"
"41","101.16","2.36588E+02","-47.9264"
"42","107.19","2.29596E+02","-47.3954"
"43","113.57","2.23251E+02","-46.7776"
"44","120.34","2.16243E+02","-46.2368"
"45","127.51","2.10717E+02","-45.6699"
"46","135.1","2.04627E+02","-45.1863"
"47","143.15","1.99043E+02","-44.5350"
"48","151.67","1.94039E+02","-43.8511"
"49","160.71","1.88790E+02","-43.4984"
"50","170.28","1.83937E+02","-42.7863"
"51","180.42","1.79667E+02","-42.2518"
"52","191.16","1.75000E+02","-41.6920"
"53","202.55","1.70995E+02","-41.0348"
"54","214.61","1.66828E+02","-40.4805"
"55","227.4","1.63036E+02","-39.7978"
"56","240.94","1.59243E+02","-39.1687"
"57","255.29","1.56021E+02","-38.5801"
"58","270.5","1.52409E+02","-38.0470"
"59","286.61","1.49359E+02","-37.3533"
"60","303.68","1.46043E+02","-36.7845"
"61","321.76","1.43319E+02","-36.1469"
"62","340.93","1.40434E+02","-35.5522"
"63","361.23","1.37696E+02","-34.9445"
"64","382.75","1.35109E+02","-34.2652"
"65","405.55","1.32616E+02","-33.7716"
"66","429.7","1.30406E+02","-33.1273"
"67","455.29","1.27967E+02","-32.4357"
"68","482.41","1.25798E+02","-31.8596"
"69","511.14","1.23696E+02","-31.3004"
"70","541.59","1.21792E+02","-30.6401"
"71","573.84","1.19857E+02","-30.0003"
"72","608.02","1.17954E+02","-29.3693"
"73","644.24","1.16120E+02","-28.8076"
"74","682.61","1.14411E+02","-28.2016"
"75","723.26","1.12711E+02","-27.6187"
"76","766.34","1.11412E+02","-27.0124"
"77","811.98","1.09721E+02","-26.4476"
"78","860.35","1.08346E+02","-25.8843"
"79","911.59","1.06927E+02","-25.2951"
"80","965.88","1.05492E+02","-24.7603"
"81","1023.4","1.04306E+02","-24.1861"
"82","1084.4","1.03139E+02","-23.6798"
"83","1149.0","1.02000E+02","-23.1028"
"84","1217.4","1.00861E+02","-22.5411"
"85","1289.9","9.97232E+01","-22.0730"
"86","1366.7","9.86813E+01","-21.4866"
"87","1448.1","9.77207E+01","-20.9508"
"88","1534.4","9.67634E+01","-20.4240"
"89","1625.8","9.58966E+01","-19.9467"
"90","1722.6","9.49034E+01","-19.4480"
"91","1825.2","9.40141E+01","-18.9064"
"92","1933.9","9.33058E+01","-18.4201"
"93","2049.1","9.23417E+01","-17.9597"
"94","2171.1","9.17834E+01","-17.4868"
"95","2300.4","9.08936E+01","-17.0140"
"96","2437.4","9.01467E+01","-16.5213"
"97","2582.6","8.95171E+01","-16.0408"
"98","2736.4","8.88686E+01","-15.6240"
"99","2899.4","8.82358E+01","-15.1961"
"100","3072.1","8.76210E+01","-14.7530"
"101","3255.1","8.69878E+01","-14.3713"
"102","3449.0","8.64584E+01","-13.9347"
"103","3654.4","8.59220E+01","-13.5361"
"104","3872.0","8.53954E+01","-13.1248"
"105","4102.7","8.48838E+01","-12.7512"
"106","4347.0","8.45194E+01","-12.3572"
"107","4605.9","8.39415E+01","-12.0057"
"108","4880.3","8.34950E+01","-11.6351"
"109","5170.9","8.31301E+01","-11.2730"
"110","5478.9","8.26929E+01","-10.9325"
"111","5805.2","8.23234E+01","-10.6072"
"112","6151.0","8.18995E+01","-10.2737"
"113","6517.3","8.15760E+01","-9.9507"
"114","6905.5","8.11811E+01","-9.6226"
"115","7316.8","8.08768E+01","-9.3187"
"116","7752.6","8.05521E+01","-9.0334"
"117","8214.3","8.01586E+01","-8.7188"
"118","8703.6","7.99248E+01","-8.4548"
"119","9222.0","7.96084E+01","-8.1804"
"120","9771.2","7.93560E+01","-7.9146"
"121","10353.0","7.91085E+01","-7.6567"
"122","10970.0","7.87414E+01","-7.3991"
"123","11623.0","7.85238E+01","-7.1701"
"124","12316.0","7.83182E+01","-6.9282"
"125","13049.0","7.80233E+01","-6.7038"
"126","13826.0","7.78709E+01","-6.4900"
"127","14650.0","7.76961E+01","-6.2689"
"128","15522.0","7.74292E+01","-6.0480"
"129","16447.0","7.71699E+01","-5.8401"
"130","17426.0","7.70125E+01","-5.6553"
"131","18464.0","7.69162E+01","-5.4588"
"132","19564.0","7.67180E+01","-5.2633"
"133","20729.0","7.64634E+01","-5.0888"
"134","21964.0","7.62928E+01","-4.9157"
"135","23272.0","7.61873E+01","-4.7494"
"136","24658.0","7.60560E+01","-4.5827"
"137","26127.0","7.58673E+01","-4.4175"
"138","27683.0","7.57415E+01","-4.2627"
"139","29332.0","7.56529E+01","-4.1044"
"140","31079.0","7.54504E+01","-3.9614"
"141","32930.0","7.53116E+01","-3.8219"
"142","34891.0","7.52144E+01","-3.6818"
"143","36969.0","7.50943E+01","-3.5493"
"144","39171.0","7.49771E+01","-3.4213"
"145","41504.0","7.48895E+01","-3.2937"
"146","43976.0","7.48030E+01","-3.1755"
"147","46595.0","7.46420E+01","-3.0567"
