"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","19:50:37"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","594.5838E+00","-49.579"
"2","10.600E+00","570.6264E+00","-49.187"
"3","11.230E+00","550.6748E+00","-48.851"
"4","11.900E+00","532.0084E+00","-48.575"
"5","12.600E+00","513.6422E+00","-48.341"
"6","13.350E+00","494.9833E+00","-48.034"
"7","14.150E+00","476.8324E+00","-47.645"
"8","14.990E+00","460.1605E+00","-47.213"
"9","15.890E+00","444.6125E+00","-46.779"
"10","16.830E+00","430.5721E+00","-46.373"
"11","17.830E+00","417.3923E+00","-46.030"
"12","18.900E+00","404.2232E+00","-45.736"
"13","20.020E+00","390.9241E+00","-45.415"
"14","21.210E+00","377.6870E+00","-44.994"
"15","22.480E+00","365.4011E+00","-44.487"
"16","23.820E+00","354.3542E+00","-43.997"
"17","25.240E+00","344.4629E+00","-43.555"
"18","26.740E+00","335.2294E+00","-43.229"
"19","28.330E+00","325.5569E+00","-42.955"
"20","30.020E+00","315.4107E+00","-42.561"
"21","31.810E+00","305.9688E+00","-42.021"
"22","33.700E+00","297.7056E+00","-41.512"
"23","35.710E+00","290.2272E+00","-41.021"
"24","37.830E+00","283.2991E+00","-40.705"
"25","40.090E+00","275.8328E+00","-40.378"
"26","42.480E+00","267.9004E+00","-39.922"
"27","45.010E+00","260.6743E+00","-39.388"
"28","47.690E+00","254.4698E+00","-38.862"
"29","50.530E+00","249.0185E+00","-38.439"
"30","53.540E+00","243.4270E+00","-38.153"
"31","56.720E+00","238.0652E+00","-37.696"
"32","60.100E+00","231.6530E+00","-37.234"
"33","63.680E+00","226.9703E+00","-36.752"
"34","67.480E+00","222.4075E+00","-36.425"
"35","71.490E+00","217.3321E+00","-36.097"
"36","75.750E+00","212.2143E+00","-35.629"
"37","80.260E+00","207.6069E+00","-35.082"
"38","85.040E+00","203.8949E+00","-34.576"
"39","90.110E+00","200.1498E+00","-34.307"
"40","95.480E+00","195.7984E+00","-33.987"
"41","101.16E+00","191.4805E+00","-33.442"
"42","107.19E+00","188.5769E+00","-32.934"
"43","113.57E+00","185.0070E+00","-32.703"
"44","120.34E+00","181.2828E+00","-32.167"
"45","127.51E+00","178.6281E+00","-31.766"
"46","135.10E+00","174.9158E+00","-31.474"
"47","143.15E+00","171.9630E+00","-30.887"
"48","151.67E+00","169.4307E+00","-30.656"
"49","160.71E+00","166.1716E+00","-30.183"
"50","170.28E+00","163.9384E+00","-29.777"
"51","180.42E+00","160.7286E+00","-29.459"
