"HIOKI E.E. CORPORATION","IM3570","Ver. 3.13"

"DATE","25-11-23"
"TIME","19:59:02"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.0000","s"
"DCBIAS","OFF"

"V","1.000","V"
"RANGE","AUTO"
"SPEED","FAST"
"AVG","OFF"
"POINT DELAY","0.0000","s"
"No.","FREQUENCY(Hz)","Z[ohm]","PHASE[deg]"
"1","10.000E+00","711.2360E+00","-49.645"
"2","10.600E+00","682.5521E+00","-49.446"
"3","11.230E+00","658.2478E+00","-49.273"
"4","11.900E+00","635.3386E+00","-49.164"
"5","12.600E+00","612.7168E+00","-49.081"
"6","13.350E+00","589.8064E+00","-48.962"
"7","14.150E+00","567.4002E+00","-48.768"
"8","14.990E+00","546.6514E+00","-48.542"
"9","15.890E+00","527.0282E+00","-48.325"
"10","16.830E+00","509.1911E+00","-48.109"
"11","17.830E+00","492.4059E+00","-47.944"
"12","18.900E+00","475.8677E+00","-47.846"
"13","20.020E+00","459.1509E+00","-47.731"
"14","21.210E+00","442.3169E+00","-47.486"
"15","22.480E+00","426.6446E+00","-47.243"
"16","23.820E+00","412.3326E+00","-46.963"
"17","25.240E+00","399.2118E+00","-46.720"
"18","26.740E+00","387.0267E+00","-46.571"
"19","28.330E+00","374.4698E+00","-46.467"
"20","30.020E+00","361.4980E+00","-46.238"
"21","31.810E+00","349.3435E+00","-45.957"
"22","33.700E+00","337.9487E+00","-45.667"
"23","35.710E+00","328.1746E+00","-45.364"
"24","37.830E+00","318.4424E+00","-45.190"
"25","40.090E+00","308.8562E+00","-45.114"
"26","42.480E+00","298.7235E+00","-44.847"
"27","45.010E+00","289.0957E+00","-44.494"
"28","47.690E+00","280.4528E+00","-44.152"
"29","50.530E+00","272.8938E+00","-43.874"
"30","53.540E+00","265.6900E+00","-43.749"
"31","56.720E+00","257.8069E+00","-43.623"
"32","60.100E+00","249.8660E+00","-43.338"
"33","63.680E+00","242.7100E+00","-42.995"
"34","67.480E+00","237.3754E+00","-42.733"
"35","71.490E+00","230.6010E+00","-42.664"
"36","75.750E+00","223.5339E+00","-42.324"
"37","80.260E+00","217.6615E+00","-41.917"
"38","85.040E+00","212.5899E+00","-41.686"
"39","90.110E+00","207.4291E+00","-41.525"
"40","95.480E+00","201.5912E+00","-41.394"
"41","101.16E+00","196.0112E+00","-40.965"
"42","107.19E+00","191.8141E+00","-40.664"
"43","113.57E+00","187.0281E+00","-40.565"
"44","120.34E+00","181.9603E+00","-40.144"
"45","127.51E+00","178.2286E+00","-39.917"
"46","135.10E+00","173.6593E+00","-39.816"
"47","143.15E+00","169.4623E+00","-39.359"
"48","151.67E+00","166.0630E+00","-39.246"
"49","160.71E+00","161.6007E+00","-38.942"
"50","170.28E+00","158.4513E+00","-38.628"
"51","180.42E+00","154.6947E+00","-38.553"
"52","191.16E+00","151.0214E+00","-38.101"
"53","202.55E+00","148.1945E+00","-37.963"
"54","214.61E+00","144.4588E+00","-37.631"
"55","227.40E+00","141.8760E+00","-37.426"
"56","240.94E+00","138.2642E+00","-37.129"
"57","255.29E+00","135.9077E+00","-36.903"
"58","270.50E+00","132.6139E+00","-36.601"
"59","286.61E+00","130.2764E+00","-36.427"
"60","303.68E+00","127.1772E+00","-36.058"
"61","321.76E+00","124.9340E+00","-35.929"
"62","340.93E+00","122.2756E+00","-35.502"
"63","361.23E+00","119.7291E+00","-35.408"
"64","382.75E+00","117.6805E+00","-35.043"
"65","405.55E+00","115.0573E+00","-34.751"
"66","429.70E+00","112.8844E+00","-34.613"
"67","455.29E+00","110.9324E+00","-34.229"
"68","482.41E+00","108.5692E+00","-33.922"
"69","511.14E+00","106.8490E+00","-33.762"
"70","541.59E+00","104.7187E+00","-33.392"
"71","573.84E+00","102.5303E+00","-33.140"
